title,author,img_url,series_name,series_position,description,publishedDate,averageRating,pageCount,categories,publisher,language,previewLink,infoLink,isbn_10,isbn_13
"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1507557775i/36381037.jpg,,,"A forbidden romance. A deadly plague. Earth's fate hinges on one girl . . . CINDER, a gifted mechanic in New Beijing, is also a cyborg. She's reviled by her stepmother and blamed for her stepsister's sudden illness. But when her life becomes entwined with the handsome Prince Kai's, she finds herself at the centre of a violent struggle between the desires of an evil queen - and a dangerous temptation. Cinder is caught between duty and freedom, loyalty and betrayal. Now she must uncover secrets about her mysterious past in order to protect Earth's future. This is not the fairytale you remember. But it's one you won't forget.",2012-01-05,5,328,Juvenile Fiction,Penguin UK,en,"http://books.google.co.in/books?id=AwWIIQPRkGAC&printsec=frontcover&dq=Cinder+(The+Lunar+Chronicles,+%231)+Marissa+Meyer&hl=&cd=1&source=gbs_api",https://play.google.com/store/books/details?id=AwWIIQPRkGAC&source=gbs_api,0141971746,9780141971742
"Matched (Matched, #1)",Ally Condie,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1367706191i/7735333.jpg,,,"Matched is the first book in an utterly compelling series by Ally Condie. On her seventeenth birthday, Cassia meets her Match. Society dictates he is her perfect partner for life. Except he's not. In Cassia's society, Officials decide who people love. How many children they have. Where they work. When they die. But, as Cassia finds herself falling in love with another boy, she is determined to make some choices of her own. And that's when her whole world begins to unravel . . . 'Don't miss this gripping page turner' - She 'A must read' - The Sun",2010-12-02,4.5,266,Juvenile Fiction,Penguin UK,en,"http://books.google.co.in/books?id=0ofpjCLBT1cC&printsec=frontcover&dq=Matched+(Matched,+%231)+Ally+Condie&hl=&cd=1&source=gbs_api",https://play.google.com/store/books/details?id=0ofpjCLBT1cC&source=gbs_api,0141966696,9780141966694
"The Angel Experiment (Maximum Ride, #1)",James  Patterson,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1339277875i/13152.jpg,,,"___________________________ ‘Has all the characteristics of his work . . . pace, action, mystery and cool’ SUNDAY TIMES Max. Fang. Iggy. Gasman. Nudge. Angel. Six extraordinary avian-human hybrids, they are the result of a cruel Biotech experiment which manipulated their DNA and turned them into kids with wings. Hunted all their lives, the flock have had to fight life-threatening battles against their shadowy enemies. But as their predators evolved, their unique ability to fly is no longer enough to save them. Driven to the wastelands of Antartica, each day brings a new threat for the flock. While fighting to save their own lives, they have a new mission to undertake . . . One with potentially devastating global consequences. ________________________________ This book was recently reissued with a new cover, so stock may vary.",2008-09-04,4.5,322,Young Adult Fiction,Random House,en,"http://books.google.co.in/books?id=4Ku2YIHS0moC&printsec=frontcover&dq=The+Angel+Experiment+(Maximum+Ride,+%231)+James++Patterson&hl=&cd=1&source=gbs_api",https://play.google.com/store/books/details?id=4Ku2YIHS0moC&source=gbs_api,1407005421,9781407005423
"The Titan’s Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1361038385i/561456.jpg,,,"In this sequel to Dreiser's novel The Financier, the author continues his exploration of the social and economic forces at play in the rise of the new class of super-rich capitalists in early twentieth-century America. Protagonist Frank Cowperwood attempts to leave his shameful past behind and settles in Chicago with his new wife. Will this quintessentially American act of self-reinvention succeed?",2012-02-01,0,675,Fiction,The Floating Press,en,"http://books.google.co.in/books?id=n9AC1RN44wYC&printsec=frontcover&dq=The+Titan%E2%80%99s+Curse+(Percy+Jackson+and+the+Olympians,+%233)+Rick+Riordan&hl=&cd=1&source=gbs_api",https://play.google.com/store/books/details?id=n9AC1RN44wYC&source=gbs_api,1775455068,9781775455066
"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1361099049i/2802316.jpg,,,"Vampire Academy is a dark and dangerous series by Richelle Mead, now in graphic novel form. St Vladimir's Academy isn't just any boarding school - hidden away, it's a place where vampires are educated in the ways of magic and half-human teens train to protect them. Rose Hathaway is a Dhampir, a bodyguard for her best friend Lissa, a Moroi Vampire Princess. They've been on the run, but now they're being dragged back to St Vladimir's where the girls must survive a world of forbidden romances, a ruthless social scene and terrifying night time rituals. The biggest test? To stay alive. Richelle Mead, the New York Times bestselling author of the Vampire Academy series, lives in Seattle in the USA.",2014-01-30,0,149,Juvenile Fiction,Penguin UK,en,"http://books.google.co.in/books?id=zYj5AQAAQBAJ&printsec=frontcover&dq=Shadow+Kiss+(Vampire+Academy,+%233)+Richelle+Mead&hl=&cd=1&source=gbs_api",https://play.google.com/store/books/details?id=zYj5AQAAQBAJ&source=gbs_api,014133861X,9780141338613
"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1355333381i/8130423.jpg,,,"When demonic cheerleaders invade his high school, Percy Jackson hurries to Camp Half Blood, from whence he and his demigod friends set out on a quest through the Labyrinth, while the war between the Olympians and the evil Titan lord Kronos draws near",2008,0,0,"Animals, Mythical",Unknown,en,"http://books.google.co.in/books?id=s8kMogEACAAJ&dq=The+Battle+of+the+Labyrinth+(Percy+Jackson+and+the+Olympians,+%234)+Rick+Riordan&hl=&cd=1&source=gbs_api","http://books.google.co.in/books?id=s8kMogEACAAJ&dq=The+Battle+of+the+Labyrinth+(Percy+Jackson+and+the+Olympians,+%234)+Rick+Riordan&hl=&source=gbs_api",1484444264,9781484444269
"The Selection (The Selection, #1)",Kiera Cass,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1322103400i/10507293.jpg,,,"Fall in love—from the very beginning. Discover the first book in the captivating, #1 New York Times bestselling Selection series. This ebook edition contains an excerpt of Kiera Cass's newest novel, The Betrothed, a glittering royal romance sure to captivate Kiera Cass’s legion of loyal readers and lovers of courtly intrigue alike! Prepare to be swept into a world of breathless fairy-tale romance, swoonworthy characters, glittering gowns, and fierce intrigue perfect for readers who loved Divergent, Delirium, or The Wrath & the Dawn. For thirty-five girls, the Selection is the chance of a lifetime. The opportunity to escape a rigid caste system, live in a palace, and compete for the heart of gorgeous Prince Maxon. But for America Singer, being Selected is a nightmare. It means turning her back on her secret love with Aspen, who is a caste below her, and competing for a crown she doesn’t want. Then America meets Prince Maxon—and realizes that the life she’s always dreamed of may not compare to a future she never imagined. Don’t miss The Betrothed, a glittering royal romance sure to captivate Kiera Cass’s legion of loyal readers and lovers of courtly intrigue alike!",2012-04-24,4.5,304,Young Adult Fiction,Harper Collins,en,"http://books.google.co.in/books?id=HbhccC9yumAC&printsec=frontcover&dq=The+Selection+(The+Selection,+%231)+Kiera+Cass&hl=&cd=1&source=gbs_api",https://play.google.com/store/books/details?id=HbhccC9yumAC&source=gbs_api,0062059955,9780062059956
"Blood Promise (Vampire Academy, #4)",Richelle Mead,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442530605i/5996153.jpg,,,"Vampire Academy is a dark and dangerous series by Richelle Mead, now in graphic novel form. St Vladimir's Academy isn't just any boarding school - hidden away, it's a place where vampires are educated in the ways of magic and half-human teens train to protect them. Rose Hathaway is a Dhampir, a bodyguard for her best friend Lissa, a Moroi Vampire Princess. They've been on the run, but now they're being dragged back to St Vladimir's where the girls must survive a world of forbidden romances, a ruthless social scene and terrifying night time rituals. The biggest test? To stay alive. Richelle Mead, the New York Times bestselling author of the Vampire Academy series, lives in Seattle in the USA.",2014-01-30,0,149,Juvenile Fiction,Penguin UK,en,"http://books.google.co.in/books?id=zYj5AQAAQBAJ&printsec=frontcover&dq=Blood+Promise+(Vampire+Academy,+%234)+Richelle+Mead&hl=&cd=1&source=gbs_api",https://play.google.com/store/books/details?id=zYj5AQAAQBAJ&source=gbs_api,014133861X,9780141338613
"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1464201003i/7736182.jpg,,,"Equipped with a camera and determination, a little girl sets out to track down an elusive red fox. But foxes are sneaky, and it proves more difficult than she thought. Nilah Magruder's debut picture book charmingly tells the story of what it means to not give up and how sometimes what you're looking for is closer than you think.",2016-11-15,0,40,Juvenile Fiction,Feiwel & Friends,en,"http://books.google.co.in/books?id=X0RQDQAAQBAJ&printsec=frontcover&dq=The+Lost+Hero+(The+Heroes+of+Olympus,+%231)+Rick+Riordan&hl=&cd=1&source=gbs_api",https://play.google.com/store/books/details?id=X0RQDQAAQBAJ&source=gbs_api,1250141338,9781250141330
"Legend (Legend, #1)",Marie Lu,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1501368160i/9275658.jpg,,,"Leviathan has dismantled S.H.A.D.E.-and that means Frankenstein is once again a free agent! Now he can set his sights on his former mentor, Melmoth, the one evil that got away. With bad things happening all across the Multiverse, this may be Frankenstein’s last shot at setting things right. Of course, Melmoth has his own agenda, and it’s going to take more than a lone monster to take him down. So Frankenstein heads to Gotham City in search of allies and recruits Killer Croc, Lady Clayface, Orca and vampire Andrew Bennett. But will even these dread creatures be enough to save humanity before the entire cosmos collapses in on itself?",2019-09-11,0,26,Comics & Graphic Novels,DC Comics,en,"http://books.google.co.in/books?id=WgGoDwAAQBAJ&pg=PT1&dq=Legend+(Legend,+%231)+Marie+Lu&hl=&cd=1&source=gbs_api","http://books.google.co.in/books?id=WgGoDwAAQBAJ&dq=Legend+(Legend,+%231)+Marie+Lu&hl=&source=gbs_api",,
"Pretties (Uglies, #2)",Scott Westerfeld,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388314207i/24768.jpg,,,"NOW A NO.1 FILM ON NETFLIX The first book in Scott Westerfeld's international bestselling Uglies series - over six million copies of the series have been sold worldwide! In Tally Youngblood’s world, looks matter. At sixteen everyone undergoes a transformation from “Ugly” to “Pretty” and is catapulted into a high-tech paradise where the only thing that matters is having a great time and you never have to worry or think for yourself. Tally can’t wait. But then, with just weeks to go to Tally’s birthday, her friend Shay runs away and the ugly truth about the world of the Pretties starts to reveal itself. What if the beauty of the Pretties utopia really is just skin deep? ‘Fast paced, exciting and thought-provoking.’ The Bookseller's Choice ‘Superb sci-fi.’ Amanda Craig, The Times Supplement ‘Westerfeld introduces thought-provoking issues’ Publishers Weekly ‘The longing for fairy-tale beauty has never looked so sinister’ Amanda Craig, The Times ‘With a beginning and ending that pack hefty punches, this introduction to a dystopic future promises an exciting series.’ Kirkus *starred review* ‘Naughty children, from Max in Maurice Sendak's Where the Wild Things Are, to Tally in Scott Westerfeld's Uglies trilogy, have the imagination and energy to go beyond convention.’ The Times ‘This exciting story makes you realise how important it is not to judge people by appearances.’ Newcastle Upon Tyne Journal ‘This book is a real thrill-ride and the world utterly convincing.’ Trashionista.com 'Fun, and the many by-the-skin-of-your-teeth escapes and hoverboard chases, plus the non-stop action plotting were enough to catch my attention and have me eagerly wanting more.’ The Book Smugglers Also by Scott Westerfeld: Pretties Specials Extras",2010-03-04,5,324,Juvenile Fiction,Simon and Schuster,en,"http://books.google.co.in/books?id=D9KwSCJtr8MC&printsec=frontcover&dq=Pretties+(Uglies,+%232)+Scott+Westerfeld&hl=&cd=1&source=gbs_api","http://books.google.co.in/books?id=D9KwSCJtr8MC&dq=Pretties+(Uglies,+%232)+Scott+Westerfeld&hl=&source=gbs_api",1847389090,9781847389091
"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387119654i/45978.jpg,,,"Don’t miss the eagerly anticipated epic new fantasy from Christopher Paolini—Murtagh! Experience the international fantasy sensation that is the Inheritance Cycle with this complete collection of the New York Times bestselling series! For the first time, here are all four books in one ebook collection. ""Christopher Paolini is a true rarity."" --The Washington Post One boy, one dragon, and a world of adventure come together in this four-book boxed set collection that makes a perfect gift for fantasy fans. Eragon Fifteen-year-old Eragon believes that he is merely a poor farm boy—until his destiny as a Dragon Rider is revealed. Eragon is soon swept into a dangerous tapestry of magic, glory, and power. Now his choices could save—or destroy—the Empire. Eldest Eragon must travel to Ellesmera, land of the elves, for further training in the skills of the Dragon Rider: magic and swordsmanship. But chaos and betrayal plague him at every turn, and nothing is what it seems. Before long, Eragon doesn’t know whom he can trust. Brisingr There is more adventure at hand for the Rider and his dragon, as Eragon finds himself bound by a tangle of promises he may not be able to keep.When unrest claims the rebels and danger strikes from every corner, Eragon must make choices that may lead to unimagined sacrifice. Inheritance Long months of training and battle have brought victories and hope, but they have also brought heartbreaking loss. Eragon and Saphira have come further than anyone dared to hope. But can they topple the evil king and restore justice to Alagaësia? And if so, at what cost?",2014-12-09,5,3373,Juvenile Fiction,Knopf Books for Young Readers,en,"http://books.google.co.in/books?id=rThEBQAAQBAJ&dq=Eldest+(The+Inheritance+Cycle,+%232)+Christopher+Paolini&hl=&cd=1&source=gbs_api","http://books.google.co.in/books?id=rThEBQAAQBAJ&dq=Eldest+(The+Inheritance+Cycle,+%232)+Christopher+Paolini&hl=&source=gbs_api",0553538098,9780553538090
"Evermore (The Immortals, #1)",Alyson Noel,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1362336360i/3975774.jpg,,,"Seventeen-year-old Ever is the sole survivor of a car crash that killed her entire family. Living with her aunt in Southern California, she's plagued by the ability to hear the thoughts of those around her, and haunted by the ghost of her little sister. She tries to tune everyone out, shunning her old lifestyle as the pretty, popular cheerleader, but somehow she can't hide from Damen, the new guy at school. Stunningly handsome, clever and not a little bit intimidating, there's something about him that doesn't quite add up. Ever realises he's hiding something, but nothing could prepare her for the truth - especially when the truth involves past lives, murderous enemies, everlasting love and the secret of eternal youth . . .",2010-12-03,3.5,388,Juvenile Fiction,Pan Macmillan,en,"http://books.google.co.in/books?id=EJFfFUf5ZUUC&printsec=frontcover&dq=Evermore+(The+Immortals,+%231)+Alyson+Noel&hl=&cd=1&source=gbs_api",https://play.google.com/store/books/details?id=EJFfFUf5ZUUC&source=gbs_api,0330526413,9780330526418
"The Summoning (Darkest Powers, #1)",Kelley Armstrong,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1478986944i/2800905.jpg,,,"My name is Chloe Saunders and my life will never be the same again. All I wanted was to make friends, meet boys, and keep on being ordinary. I don't even know what that means anymore. It all started on the day that I saw my first ghost—and the ghost saw me. Now there are ghosts everywhere and they won't leave me alone. To top it all off, I somehow got myself locked up in Lyle House, a ""special home"" for troubled teens. Yet the home isn't what it seems. Don't tell anyone, but I think there might be more to my housemates than meets the eye. The question is, whose side are they on? It's up to me to figure out the dangerous secrets behind Lyle House . . . before its skeletons come back to haunt me.",2008-07-01,0,406,Juvenile Fiction,Harper Collins,en,"http://books.google.co.in/books?id=1o0UiwkIBbEC&dq=The+Summoning+(Darkest+Powers,+%231)+Kelley+Armstrong&hl=&cd=1&source=gbs_api","http://books.google.co.in/books?id=1o0UiwkIBbEC&dq=The+Summoning+(Darkest+Powers,+%231)+Kelley+Armstrong&hl=&source=gbs_api",0061662690,9780061662690
"Gone (Gone, #1)",Michael  Grant,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400158423i/21851355.jpg,,,"The first in New York Times bestselling author Michael Grant's breathtaking dystopian sci-fi saga, Gone is a page-turning thriller that invokes the classic The Lord of the Flies along with the horror of Stephen King. In the blink of an eye, everyone disappears. Gone. Except for the young. There are teens, but not one single adult. Just as suddenly, there are no phones, no internet, no television. No way to get help. And no way to figure out what's happened. Hunger threatens. Bullies rule. A sinister creature lurks. Animals are mutating. And the teens themselves are changing, developing new talents—unimaginable, dangerous, deadly powers—that grow stronger by the day. It's a terrifying new world. Sides are being chosen, a fight is shaping up. Townies against rich kids. Bullies against the weak. Powerful against powerless. And time is running out: on your birthday, you disappear just like everyone else. . . . “A potent mix of action and thoughtfulness—centered around good and evil, courage and cowardice—renders this a tour de force that will leave readers dazed, disturbed, and utterly breathless.” —ALA Booklist (starred review) Read the entire series: Gone Hunger Lies Plague Fear Light Monster Villain Hero",2009-05-19,3.5,363,Young Adult Fiction,Harper Collins,en,"http://books.google.co.in/books?id=apS34mdVym0C&printsec=frontcover&dq=Gone+(Gone,+%231)+Michael++Grant&hl=&cd=1&source=gbs_api",https://play.google.com/store/books/details?id=apS34mdVym0C&source=gbs_api,0061909645,9780061909641
"Spirit Bound (Vampire Academy, #5)",Richelle Mead,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1291168967i/6479259.jpg,,,"Rose Zarelli, self-proclaimed word geek and angry girl, has some confessions to make… 1. I'm livid all the time. Why? My dad died. My mom barely talks. My brother abandoned us. I think I'm allowed to be irate, don't you? 2. I make people furious regularly. Want an example? I kissed Jamie Forta, a badass guy who might be dating a cheerleader. She is now enraged and out for blood. Mine. 3. High school might as well be Mars. My best friend has been replaced by an alien, and I see red all the time. (Mars is red and ""seeing red"" means being angry—get it?) Here are some other vocab words that describe my life: Inadequate. Insufferable. Intolerable. (Don't know what they mean? Look them up yourself.) (Sorry. That was rude.) Book 1 of the Confessions series.",2012-08-28,0,271,Young Adult Fiction,Harlequin,en,"http://books.google.co.in/books?id=FV05h_7RZucC&printsec=frontcover&dq=Spirit+Bound+(Vampire+Academy,+%235)+Richelle+Mead&hl=&cd=1&source=gbs_api","http://books.google.co.in/books?id=FV05h_7RZucC&dq=Spirit+Bound+(Vampire+Academy,+%235)+Richelle+Mead&hl=&source=gbs_api",1459237919,9781459237919
"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1284558475i/3682.jpg,,,"From the author of The Diviners series comes the first installment of the Gemma Doyle Trilogy – a dark and eerie supernatural period drama. It's 1895, and after the death of her mother, 16-year-old Gemma Doyle is shipped off from the life she knows in British India to Spence Academy, a proper boarding school in England. Lonely, guilt-ridden, and prone to visions of the future that have an uncomfortable habit of coming true, Gemma's reception at Spence is a chilly one. To make things worse, she's being followed by a mysterious young Indian man who has been sent to watch her. But why? What is her destiny? And what will her entanglement with Spence's most powerful girls – and their foray into the spiritual world – lead to?",2009-07-01,0,350,Juvenile Fiction,Simon and Schuster,en,"http://books.google.co.in/books?id=yUwHxYwyohcC&printsec=frontcover&dq=A+Great+and+Terrible+Beauty+(Gemma+Doyle,+%231)+Libba+Bray&hl=&cd=1&source=gbs_api",https://play.google.com/store/books/details?id=yUwHxYwyohcC&source=gbs_api,1847387160,9781847387165
"The Iron King (The Iron Fey, #1)",Julie Kagawa,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327877670i/6644117.jpg,,,"Wicked faeries and fantastic danger… Welcome to book one of the new trilogy in New York Times bestselling author Julie Kagawa’s Iron Fey fantasy series, as infamous prankster Puck finally has a chance to tell his story and stand with allies new and old to save Faery and the world. For fans of Holly Black and Cassandra Clare! “YOU MAY HAVE HEARD OF ME…” Robin Goodfellow. Puck. Prankster, joker, raven, fool… King Oberon’s right-hand jester from A Midsummer Night’s Dream. The legends are many, but the truth will now be known, as Puck finally tells his own story and faces a threat from a time before Faery began. A threat that brings him face-to-face with a new enemy…himself. With the Iron Queen Meghan Chase and her prince consort, Puck’s longtime rival Ash, and allies old and new by his side, Puck begins a fantastical and dangerous adventure not to be missed or forgotten. Evenfall is coming, and with it a reckoning that even their combined powers and wits may not vanquish, as a shadow falls over the lands of Faery and the world slips into chaos. THE IRON FEY: EVENFALL The Iron Raven The Iron Sword THE IRON FEY: The Iron King The Iron Daughter The Iron Queen The Iron Knight The Iron Prince The Iron Traitor The Iron Warrior Novellas: Shadow’s Legacy (Evenfall #0.5)",2021-02-09,0,386,Young Adult Fiction,Harlequin,en,"http://books.google.co.in/books?id=km3UDwAAQBAJ&printsec=frontcover&dq=The+Iron+King+(The+Iron+Fey,+%231)+Julie+Kagawa&hl=&cd=1&source=gbs_api","http://books.google.co.in/books?id=km3UDwAAQBAJ&dq=The+Iron+King+(The+Iron+Fey,+%231)+Julie+Kagawa&hl=&source=gbs_api",1488069441,9781488069444
The Night Circus,Erin Morgenstern,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387124618i/9361589.jpg,,,"THE TIKTOK SENSATION Discover the million-copy bestselling fantasy read. The circus arrives without warning. It is simply there, when yesterday it was not. Against the grey sky the towering tents are striped black and white. A sign hanging upon an iron gates reads: Opens at Nightfall Closes at Dawn Full of breath-taking amazements and open only at night, Le Cirque des Rêves seems to cast a spell over all who wander its circular paths. But behind the glittering acrobats, fortune-tellers and contortionists a fierce competition is underway. Celia and Marco are two young magicians who have been trained since childhood for a deadly duel. With the lives of everyone at the Circus of Dreams at stake, they must test the very limits of the imagination, and of their love. Complete your collection with The Starless Sea, the second novel from the author of the The Night Circus, out now. 'The only response to this novel is simply: wow. It is a breath-taking feat of imagination, a flight of fancy that pulls you in and wraps you up in its spell' The Times",2011-09-15,4.5,404,Fiction,Random House,en,http://books.google.co.in/books?id=GwAWS6C33O4C&printsec=frontcover&dq=The+Night+Circus+Erin+Morgenstern&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=GwAWS6C33O4C&source=gbs_api,1446468267,9781446468265
"Last Sacrifice (Vampire Academy, #6)",Richelle Mead,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1319850978i/6527740.jpg,,,"“We’re suckers for it.” — Entertainment Weekly Book two in the international #1 bestselling Vampire Academy series! Rose loves Dimitri, Dimitri might love Tasha, and Mason would die to be with Rose… It’s winter break at St. Vladimir’s, but Rose is feeling anything but festive. A massive Strigoi attack has put the school on high alert, and now the Academy’s crawling with Guardians—including Rose’s hard-hitting mother, Janine Hathaway. And if handto- hand combat with her mom wasn’t bad enough, Rose’s tutor Dimitri has his eye on someone else, her friend Mason’s got a huge crush on her, and Rose keeps getting stuck in Lissa’s head while she’s making out with her boyfriend, Christian! The Strigoi are closing in, and the Academy’s not taking any risks.... This year, St. Vlad’s annual holiday ski trip is mandatory. But the glittering winter landscape and the posh Idaho resort only create the illusion of safety. When three friends run away in an offensive move against the deadly Strigoi, Rose must join forces with Christian to rescue them. But heroism rarely comes without a price…",2008-04-10,4.5,337,Young Adult Fiction,Penguin,en,"http://books.google.co.in/books?id=HYzIFHuhaZwC&dq=Last+Sacrifice+(Vampire+Academy,+%236)+Richelle+Mead&hl=&cd=1&source=gbs_api","http://books.google.co.in/books?id=HYzIFHuhaZwC&dq=Last+Sacrifice+(Vampire+Academy,+%236)+Richelle+Mead&hl=&source=gbs_api",1440631832,9781440631832
"Betrayed (House of Night, #2)",P.C. Cast,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1406941788i/676924.jpg,,,"Fledgling vampyre Zoey Redbird has managed to settle in at the House of Night. She's come to terms with the vast powers the vampyre goddess, Nyx, has given her. But then human teenagers start dying, and all the evidence points to the House of Night.",2010,0,337,Large print books,Galaxy,en,"http://books.google.co.in/books?id=iE4eSgAACAAJ&dq=Betrayed+(House+of+Night,+%232)+P.C.+Cast&hl=&cd=1&source=gbs_api","http://books.google.co.in/books?id=iE4eSgAACAAJ&dq=Betrayed+(House+of+Night,+%232)+P.C.+Cast&hl=&source=gbs_api",1405664258,9781405664257
The Graveyard Book,Neil Gaiman,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1531295292i/2213661.jpg,,,"From #1 New York Times bestselling author Neil Gaiman, an ingenious and captivating reimagining of Rudyard Kipling's adventure The Jungle Book that is a glorious meditation on love, loss, survival, sacrifice, and what it means to truly be alive―one of ten classic Gaiman works repackaged with elegant original watercolor art by acclaimed artist Henry Sene Yee Nobody Owens, known to his friends as Bod, is a normal boy. He would have been completely normal if he didn't live in a sprawling graveyard, being raised and educated by ghosts, with a solitary guardian who belongs to neither the world of the living nor of the dead. There are dangers and adventures in the graveyard for a boy--an ancient Indigo Man beneath the hill, a gateway to a desert leading to an abandoned city of ghouls, the strange and terrible menace of the Sleer. But if Bod leaves the graveyard, then he will come under attack from the man Jack--who has already killed Bod's family. . . By turns macabre, uplifting, sinister, and heartwarming, Neil Gaiman's #1 national bestseller is an ingenious reimagining of Rudyard Kipling's classic adventure The Jungle Book. Called a ""novel of wonder . . . a tale of unforgettable enchantment"" by the New York Times Book Review, The Graveyard Book has captivated readers of all ages with its timeless meditation on love, loss, survival, and sacrifice . . . and what it means to truly be alive.",2021-10-19,0,320,Fiction,William Morrow Paperbacks,en,http://books.google.co.in/books?id=l_skzgEACAAJ&dq=The+Graveyard+Book+Neil+Gaiman&hl=&cd=1&source=gbs_api,http://books.google.co.in/books?id=l_skzgEACAAJ&dq=The+Graveyard+Book+Neil+Gaiman&hl=&source=gbs_api,0063089688,9780063089686
"Shatter Me (Shatter Me, #1)",Tahereh Mafi,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1310649047i/10429045.jpg,,,"OVER 8 MILLION COPIES SOLD. THE GLOBAL BESTSELLER AND TIKTOK SENSATION! ""Addictive, intense, and oozing with romance” Lauren Kate, Fallen ""Dangerous, sexy, romantic and intense! Kami Garcia, Beautiful Creatures “My favourite series of all time” Goodreads review “Perfection” TikTok review",2018-03-06,0,291,Young Adult Fiction,HarperCollins UK,en,"http://books.google.co.in/books?id=MuCiEAAAQBAJ&pg=PP1&dq=Shatter+Me+(Shatter+Me,+%231)+Tahereh+Mafi&hl=&cd=1&source=gbs_api",https://play.google.com/store/books/details?id=MuCiEAAAQBAJ&source=gbs_api,1780318685,9781780318684
"Chosen (House of Night, #3)",P.C. Cast,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1393192825i/1326258.jpg,,,"Bloodlust and dark forces are at work at the House of Night. Fledgling vampyre Zoey Redbird's adventures at the school are about to take a mysterious turn. Those who appear to be friends are turning out to be enemies. And oddly enough, sworn enemies are also turning into friends. So begins the gripping third installment of this ""highly addictive series"" (Romantic Times), in which Zoey's mettle will be tested like never before. Her best friend, Stevie Rae, is undead and struggling to maintain a grip on her humanity. Zoey doesn't have a clue how to help her, but she does know that anything she and Stevie Rae discover must be kept secret from everyone else at the House of Night, where trust has become a rare commodity. Speaking of rare: Zoey finds herself in the very unexpected and rare position of having three boyfriends. Mix a little bloodlust into the equation and the situation has the potential to spell social disaster. Just when it seems things couldn't get any tougher, vampyres start turning up dead. Really dead. It looks like the People of Faith, and Zoey's horrid step-father in particular, are tired of living side-by-side with vampyres. But, as Zoey and her friends so often find out, how things appear rarely reflects the truth... Chosen is the third in the House of Night series by P. C. Cast and Kristin Cast.",2013-07-19,0,0,Young Adult Fiction,St. Martin's Paperbacks,en,"http://books.google.co.in/books?id=WvNynQEACAAJ&dq=Chosen+(House+of+Night,+%233)+P.C.+Cast&hl=&cd=1&source=gbs_api","http://books.google.co.in/books?id=WvNynQEACAAJ&dq=Chosen+(House+of+Night,+%233)+P.C.+Cast&hl=&source=gbs_api",1250046955,9781250046956
