title,url,author,language,words,chapters,summary,tags
The End of Infinity,https://archiveofourown.org/works/18899449,FriendlyNeighborhoodFangirls,English,923788,295,"In 2023, the battle for the universe has been won. At a cost no one can forget, the fight is over—for all but one.Stephen Strange has an idea. An impossible idea spanning dimensions and timelines, life and death, and the lines of good and evil. But he's played impossible odds before—perhaps he never stopped.All that Loki wanted was to fight, one last time, for the fate of his universe. So when he finds himself fighting for another, crashing into the past, he has a few intended words for the wizard that forced him there.But not before he finds a boy. Or, more accurately, before the boy finds him.Peter Parker has been waiting for the next mission. He just doesn't expect it to come from the future, armed with a ridiculous story demanding a ridiculous quest. And he doesn't expect not to be able to tell Mr. Stark.Tony Stark is trying to rebuild from the Civil War, knowing that someday, something will come that he needs to be ready for. And he doesn't know it yet, but two universes are trying to rebuild around him, and that something is already here.Seven Stones. Five dead. Two universes. And one impossible quest to tie it all back together.","No Archive Warnings Apply, Peter Parker & Tony Stark, Loki & Peter Parker, Tony Stark & Stephen Strange, Loki & Tony Stark, Peter Parker & Stephen Strange, Loki & Stephen Strange, Tony Stark/Stephen Strange, (it takes a while but they make it), Michelle Jones/Peter Parker, Avengers Team & Guardians of the Galaxy Team, Pepper Potts/OMC, James ""Rhodey"" Rhodes & Tony Stark, Ned Leeds & Peter Parker, Stephen Strange & Wong, Loki & Thor (Marvel), Peter Parker, Loki (Marvel), Tony Stark, Stephen Strange, Pepper Potts, Morgan Stark (Marvel Cinematic Universe), Ned Leeds, Michelle Jones, James ""Rhodey"" Rhodes, Wong (Marvel), Steve Rogers, Natasha Romanov (Marvel), Guardians of the Galaxy Team, Avengers Team (MCU), Original Humans and Aliens, Time Travel, Time Shenanigans, Post-Avengers: Endgame (Movie), Tony Stark Has a Heart, Loki (Marvel) Needs a Hug, Stephen Strange Needs a Hug, Protective Peter Parker, Protective Tony Stark, Protective Loki (Marvel), Hurt Stephen Strange, Hurt Tony Stark, Hurt Loki (Marvel), Hurt Peter Parker, Angst, Hurt/Comfort, Fluff, Stephen Strange is Actually the Greatest, Pepper Potts deserves the universe, BAMF Stephen Strange, BAMF Loki (Marvel), BAMF Tony Stark, Mental Health Issues, Morally Ambiguous Character, Slow Burn, shape shifting, Irondad, Implied/Referenced Self-Harm, Protective Stephen Strange, Steve Rogers & Tony Stark Friendship, Tony Stark/Stephen Strange Parenting Peter Parker | Supremefamily | Strange Family, And Loki is like the problematic older brother and we love him, Fix-It, Character Death, DISCONTINUED: This will no longer be updated, At least not by the original author"
Revelations,https://archiveofourown.org/works/16508027,theproblematique,English,126830,19,"“I still don’t get it,” Ned says. “How you just... keep being ordinary in spite of all the craziness you’ve lived through. You were in space. You helped Iron Man save the universe. And nobody knows it was you.” His tone softens, becomes almost sad. As though he realizes that what he’s saying is so completely alien to him that he will never be able to understand this part of Peter’s life. “Peter, don’t you want people to know you for who you are?” An AU where they get the Gauntlet off of Thanos that first time, on Titan.","Creator Chose Not To Use Archive Warnings, Peter Parker/Tony Stark, Peter Parker, Tony Stark, Steve Rogers, Pepper Potts, Ned Leeds, Michelle Jones, Happy Hogan, May Parker (Spider-Man), James ""Bucky"" Barnes, Sam Wilson (Marvel), Bruce Banner, Thor (Marvel), Stephen Strange, Wanda Maximoff, Vision (Marvel), James ""Rhodey"" Rhodes, Maria Hill, Nick Fury, Natasha Romanov (Marvel), Alternate Universe - Canon Divergence, Power Imbalance, Age Difference, Peter is 18, Found Family, Slow Burn, Explicit Sexual Content, author has already arranged a ride to church trust me"
A Friend for A Week,https://archiveofourown.org/works/5183057,LokasennaHiddleston,English,165157,49,"A week before Thor's coronation, a drunk and depressed Loki decides he wants a genuine friend of his own. Of course, he turns to magic to solve his dilemma.There are only two problems. First, he is very aware that his current form isn't very lovable or trustworthy. Second, he actually needs a person to befriend.This is how Loki ends up in Tony Stark's living room, minutes after his disastrous birthday party, and in the shape of a cat. What will our favorite genius-billionaire-playboy-philanthropist make of the mysteriously appearing feline, and how will it all affect their lives, and those of the people around them?","Graphic Depictions Of Violence, Loki/Tony Stark, Jarvis (Iron Man movies) & Tony Stark, Frigga & Loki, Laufey & Loki (Marvel), Loki & Thor, Loki (Marvel), Tony Stark, Jarvis (Iron Man movies), Thor (Marvel), Odin (Marvel), Frigga (Marvel), Pepper Potts, Other Marvel Characters, Lokitty, Animal Transformation, Hurt/Comfort, Angst, Self-Esteem Issues, Friends to Lovers, Alternate Universe - Canon Divergence, Fluff and Angst, Loki Needs a Hug, Loki Gets a Hug, Cuddling & Snuggling, BAMF Loki, Protective Loki, Protective Kitty Loki, Cat Loki, Loki the badass cat, Fantastic Racism, Odin's Parenting, BAMF Tony, Laufey's Good Parenting, Fix-It, Politics, King Loki"
Just gonna let em hate,https://archiveofourown.org/works/18502681,StarryKitty013,English,367672,18,It’s not like anything changed much.Peter is usually great brushing off all the shit everyone gives him for being himself. It usually doesn’t matter what they think; what anyone thinks really.So why is it getting so hard for him to do that recently?,"Graphic Depictions Of Violence, Rape/Non-Con, Underage Sex, Peter Parker & Natasha Romonov & James ""Bucky"" Barnes, Peter Parker & Natasha Romanov, James ""Bucky"" Barnes & Peter Parker, James ""Bucky"" Barnes/Natasha Romanov, Peter Parker & Avengers Team, Peter Parker & Tony Stark, Harley Keener & Peter Parker, Wanda Maximoff & Peter Parker, Peter Parker & Wade Wilson, Matt Murdock & Peter Parker & Wade Wilson, Matt Murdock & Peter Parker, Michelle Jones & Ned Leeds & Peter Parker, Peter Parker, Natasha Romanov (Marvel), Nick Fury, James ""Bucky"" Barnes, Tony Stark, Harley Keener, Wanda Maximoff, Wade Wilson, Matt Murdock, Bruce Banner, Steve Rogers, Clint Barton, Thor (Marvel), Michelle Jones, Ned Leeds, Sam Wilson (Marvel), Shuri (Marvel), T'Challa (Marvel), Pepper Potts, Harley Keener's Sister, Slow Burn, Emotional Hurt/Comfort, Heavy Angst, Implied/Referenced Rape/Non-con, Peter Parker is a Little Shit, Genius Peter, Hurt Wanda Maximoff, Tony Stark is acting as Harley Keener's Parental Figure, inaccurate usage of political system, inaccurate usage of Science, Team Red, Tony Is a Good Bro, Tony Stark is kinda good with kids, BAMF Peter Parker, Implied/Referenced Drug Addiction, Starvation, Child Abuse, inaccurate usage of military system, Child Soldiers, Human Experimentation, Anxiety, Panic Attacks, Sensory Overload, Child Abandonment, cursing, Hydra Peter Parker, Dark Peter Parker, Controversial Topics, Not Canon Compliant, Parent Tony Stark, Parent Natasha Romanov, Parent Bucky Barnes, Kid Peter Parker, Fury cares just don't tell anyone, MAIN FIC!!, Russian!Peter Parker, Redemption, Wade Wilson is a Good Bro, Accepting podfics to whomever is insane enough to do it"
Say Goodbye to Yesterday,https://archiveofourown.org/works/603307,melonbutterfly,English,111713,4,"The day after the invasion Tony wakes up and his tower is intact again; everything is exactly the way it was before this whole mess went down. It doesn’t take him long to catch up but he can’t figure out why he’s in a time loop – so he does what anyone would: fuck things up while trying to find a way to fix this. Somewhere along the way, his priorities change and suddenly he finds himself involved neck-deep in Norse family drama, along with some other stuff.","No Archive Warnings Apply, Loki/Tony Stark, Jane Foster/Thor, Loki (Marvel), Tony Stark, Thor (Marvel), Nick Fury, Natasha Romanov, Phil Coulson, Steve Rogers, Clint Barton, Odin (Marvel), Frigga (Marvel), Fandral (Marvel), Sif (Marvel), Thanos, Pepper Potts, Jarvis (Iron Man movies), Bruce Banner, Sigyn (Marvel), Chitauri, Maria Hill, Time Loop, Marriage of Convenience, Marriage, Mind Control, Meet the Family, Teambuilding, Family Drama, Alien Invasion, Post-Traumatic Stress Disorder, Domestic, Politics, Diplomacy, Translation Available"
I'll Keep You Safe Here With Me.,https://archiveofourown.org/works/1907085,sara_holmes,English,110566,16,"Yes, Clint is avoiding the other Avengers. No, he does not want to go back to New York. But then again, he didn't exactly want to be kidnapped by the Winter Soldier either. Really, he just wants to go back to bed.","Creator Chose Not To Use Archive Warnings, James ""Bucky"" Barnes/Clint Barton, Steve Rogers, Tony Stark, Natasha Romanov, Kidnapping, Post-Traumatic Stress Disorder - PTSD, Canon-Typical Violence, Post-Captain America: The Winter Soldier, Where the hell was Clint Barton, Bucky Barnes Feels, Clint Barton Feels, Depression, Mind Control Aftermath & Recovery, Implied Relationships, Minor Steve Rogers/Tony Stark, Panic Attacks"
Wipe Your Tears Away,https://archiveofourown.org/works/3279998,SailorChibi,English,121545,58,"Steve likes taking care of his team. It gives him focus in a confusing new world. But one member of the team never learned that it's okay to be taken care of. Until the night Tony gets a concussion, and his deepest secret - that, when he's absolutely sure he's alone, he likes to role play being a toddler  - comes out into the open and affords Steve the perfect opportunity.","No Archive Warnings Apply, Steve Rogers & Tony Stark, Steve Rogers/Tony Stark, Clint Barton/Phil Coulson, Steve Rogers, Tony Stark, Phil Coulson, Natasha Romanov, Bruce Banner, Thor (Marvel), Clint Barton, Jarvis (Iron Man movies), Pepper Potts, Age Play, Non-Sexual Age Play, Little!Tony, Daddy!Steve, Hurt/Comfort, Emotional Hurt/Comfort, Adult baby, Fluff, Cuddling, Tony Stark Needs a Hug, Tony Stark Has Daddy Issues, Steve Rogers Has Issues, Diapers, bottles, Bathing, consensual ageplay, Daddy Issues, Howard Stark's A+ Parenting, Angst, Fluff and Angst, Cuddling & Snuggling, Platonic Cuddling, Pacifiers, Wetting, Accidents, Bathing/Washing, No Sex, Self-Esteem Issues, Thumb-sucking, firm Steve, tony feels like he has to do everything alone, but that's not true, Vulnerability, issues with vulnerability, safe words, Infantilism, non sexual infantilism"
"The Old Gods Called, They'd Like Their Kingdom Back",https://archiveofourown.org/works/31758358,Rhino (RhinoMouse),English,486568,130,"When two individuals explode out of the heart tree at Winterfell, the Bolton's think it's a blessing from the gods. It certainly is a change in their fortunes. Sansa expected to die the day the Bolton's did after their guest made the ground shake with her fury. Only she didn't, and now she is nominally the one in charge. With no army, no support outside of those men who saw an angry god and decided not to help their liege Lord, and said god is now her terrifying guest.Daisy would like to stop being mistaken for a god, and also reiterate flaying innocent people alive is not an acceptable practice. It would help if Fitz would wake up already because she's clearly not going to be able to get them out of the medieval hellscape they're now trapped in. Although Fitz wouldn't be her first choice of companion to be stranded with. And magic ice zombies, because of course there's magic ice zombies.","Graphic Depictions Of Violence, Major Character Death, Rape/Non-Con, Jon Snow & Sansa Stark & Arya Stark & Rickon Stark, Leo Fitz & Skye | Daisy Johnson, Sansa Stark/Skye | Daisy Johnson, Jon Snow/Daenerys Targaryen (minor), Sansa Stark, Jon Snow, Skye | Daisy Johnson, Davos Seaworth, Jon ""The Greatjon"" Umber, Wyman Manderly, Tormund Giantsbane, Brienne of Tarth, Podrick Payne, Robett Glover, Rickon Stark, Osha (ASoIaF), Theon Greyjoy, Barbrey Dustin, Ned Umber, Alys Karstark, Meera Reed, Bran Stark, Arya Stark, Leo Fitz, Daenerys Targaryen, Missandei (A Song of Ice and Fire), Tyrion Lannister, Varys (A Song of Ice and Fire), Petyr Baelish, Olenna Tyrell, Willas Tyrell, Garlan Tyrell, Leonette Fossoway, Yara Greyjoy, Grey Worm (A Song of Ice and Fire), Manderlys (ASoIaF), Jorah Mormont, Lyanna Mormont, Jamie Lannister, Gendry (A Song of Ice and Fire), Accidental Portals, Family Bonding, The Boltons Are Very Dead, Women In Power, Northern politics, There must always be a Stark in Winterfell, Old Gods, Daisy Cause's a Religious Crisis, Court Politics, Logistics of Country Building and Winter Preparations, Fitz and Daisy Have a Pack of Issues, s6 Agents of SHIELD, s6 Game of Thrones, Jon Snow Needs a Hug, Sansa Stark Needs a Hug, Weird Mix of Book and Show, Skye | Daisy Johnson is Bi, How To Build a Cult, Slow Burn, medieval warfare, Logistics and Trade Agreements, Negotiations, Medieval Legal Code, Religious Chaos, Empire Building, Some Graphic Violence But Its Not Lingering Or Frequent, Dragons in War and for Fun, Daenerys Targaryen Is Not a Mad Queen, Shenanigans, Mostly Not a Tragedy"
Missing Links,https://archiveofourown.org/works/30824393,spagbol99,English,424509,77,"The Rogues are back; Tony Stark couldn't even be mad about it - it was his idea after all. He's an Avenger and that means protecting the Earth at any cost - even if he has to deal with a certain star-spangled man and his sullen sidekick. After all, he's been through worse in his life; the loss of his wife and the disappearance of his son 12 years ago. Compared to that, this would be a walk in the park.Bucky Barnes is back on US soil as a free man. But freedom is more than just physical. On top of that, Steve is desperate for him to be the man he was before. The only problem is; that man is long dead.Peter Parker has been through the mill but he knows he just had to adapt, roll with the (many) punches and keep going. Spider-man is his safe place now, the one time he could truly feel like himself. Like he is making a difference. He'd make sure no one would suffer like he has, even if he has to track down the perpetrator himself.","Creator Chose Not To Use Archive Warnings, Peter Parker & Tony Stark, Steve Rogers & Tony Stark, James ""Bucky"" Barnes & Steve Rogers, James ""Bucky"" Barnes/Steve Rogers, Pepper Potts/Tony Stark, James ""Bucky"" Barnes & Tony Stark, James ""Bucky"" Barnes & Peter Parker, Tony Stark, Peter Parker, James ""Bucky"" Barnes, Steve Rogers, James ""Rhodey"" Rhodes, Pepper Potts, Natasha Romanov (Marvel), May Parker (Spider-Man), Ned Leeds, Michelle Jones, Sam Wilson (Marvel), Harley Keener, Happy Hogan, Clint Barton, Laura Barton, Tony Stark Needs a Hug, Peter Parker is Tony Stark's Biological Child, Protective Bucky Barnes, POV Bucky Barnes, Hurt Bucky Barnes, Peter Parker Needs a Hug, Homeless Peter Parker, Foster Care, Not Captain America: Civil War (Movie) Compliant, Not Canon Compliant, Hurt/Comfort, Angst, Tony Stark Has a Heart, Post-Captain America: Civil War (Movie), Angst and Hurt/Comfort, Implied/Referenced Child Abuse, Child Abuse, Physical Abuse, POV Tony, POV Peter Parker, Swearing, Tony Stark Acting as Peter Parker's Parental Figure, Parent Tony Stark, Kidnapping, Kidnapped Peter Parker, Natasha Romanov Is a Good Bro, Abused Peter Parker, Slow Burn, Slow Build, Character Death, Grief/Mourning"
Of Spiders and Super-Soldiers,https://archiveofourown.org/works/5897374,AuddieAussie,English,147256,28,"After the hell that was Ultron and the Sokovia Accords, Tony doesn't blame the team for wanting nothing to do with him. To make up for past mistakes, Tony disappears into his lab and focuses on using his money and brains to provide the Avengers with more fancy tech than they'll ever need. By doing this, he also doesn't have to worry about Steve's grim frown, Bucky's hateful gaze, or everyone else's cold annoyance. For six long months, this formula worked, but then fate decided to be a Loki-like dick and Tony wasn't sure how it happened, but in the span of one week, he'd somehow acquired a kid.","Creator Chose Not To Use Archive Warnings, Steve Rogers/Tony Stark, James ""Bucky"" Barnes/Steve Rogers, James ""Bucky"" Barnes/Tony Stark, James ""Bucky"" Barnes/Steve Rogers/Tony Stark, Happy Hogan/Pepper Potts, Tony Stark, Steve Rogers, James ""Bucky"" Barnes, Peter Parker, Bruce Banner, Natasha Romanov, Clint Barton, Thor (Marvel), Sam Wilson (Marvel), Wanda Maximoff, Phil Coulson, Pepper Potts, James ""Rhodey"" Rhodes, Happy Hogan, Jarvis (Iron Man movies), Nick Fury, Tiberius Stone, Canon Character(s), Tony Stark Has a Heart, Insecure Tony Stark, Protective Steve Rogers, Protective Bucky Barnes, Parent Tony Stark, Kid Peter Parker, Post-Traumatic Stress Disorder - PTSD, Hurt/Comfort, Mutual Pining, Polyamory, Superfamily, Adoption, Slow Build, Post-Captain America: Civil War (Movie)"
Identity Theft,https://archiveofourown.org/works/14559489,KitCat992,English,266101,30,"It's been months since the events of Civil War, and the Avengers are doing their best to remain a team, having promised to forgive and forget. Unfortunately for them, Tony Stark's latest invention has been stolen and recovering it causes tension to reappear.Meanwhile, in Queens, Peter Parker has two main priorities on his plate — complete his midterm finals, and track down a fishbowl wearing criminal that may or may not lead him right into the hands of the Avengers.Somehow between all of this, Spider-Man's identity is revealed to the Avengers, Steve and Tony's friendship may permanently be damaged due to continued hidden secrets, and Happy struggles to buy a youth-sized casket for Peter's funeral.Things were a lot easier when they were fighting over Bucky Barnes.(Or: The Avengers welcome Peter into their crazy superhero family and will do anything to protect him.)","Graphic Depictions Of Violence, Peter Parker & Tony Stark, Pepper Potts/Tony Stark, Steve Rogers & Tony Stark, Peter Parker & Steve Rogers & Tony Stark, Peter Parker & Avengers Team, Avengers Team & Peter Parker & Tony Stark, Peter Parker, Tony Stark, Steve Rogers, Clint Barton, Natasha Romanov (Marvel), Bruce Banner, Wanda Maximoff, Sam Wilson (Marvel), James ""Rhodey"" Rhodes, May Parker (Spider-Man), Helen Cho, Karen (Spider-Man: Homecoming), Friday (Marvel), Pepper Potts, Happy Hogan, Stephen Strange, Mysterio, Ned Leeds, James ""Bucky"" Barnes (mentioned), Norman Osborn, Michelle Jones, Angst, Suspense, Hurt/Comfort, Coping, Not Really Character Death, Hurt Peter, Tony Stark Has a Heart, Kidnapping, Peter Parker Needs a Hug, Whump, Civil War Fix-It, Post-Spider-Man: Homecoming, Protective Tony Stark, Peter Parker Whump, Pain, Grief/Mourning, Fluff, Action, Emotional Hurt/Comfort, Angst and Hurt/Comfort, Hurt Peter Parker, Not Avengers: Infinity War Part 1 (Movie) Compliant, Avengers Family, Protective Avengers, Comic Book Science, Fake Character Death, Protective Steve Rogers, Panic Attacks, Graphic Description of Injuries, Blood and Injury, Iron Dad, Found Family, Tony Stark Acting as Peter Parker's Parental Figure, Not Spider-Man: Far From Home Compliant, Angst with a Happy Ending, Synder Cut Length Story of making the Avengers a real team because canon sure as hell didn't, Slow burn of Tony Stark and Steve Rogers becoming bros because canon spat on them, Irondad"
The Fool in the Mirror,https://archiveofourown.org/works/16457597,thepinupchemist,English,111489,22,"The Avengers, SHIELD, and the world at large have underestimated the pain that Steve Rogers is in.The night after a near brush with a suicide attempt, Steve discovers the world of support omegas, and in his desperation for relief from the battlefield of his brain, demands to have one.Enter Bucky Barnes: retired marine, millennial, amputee, brother, son, and support omega. He maybe, just maybe, can help a broken alpha heal in the twenty-first century.","Graphic Depictions Of Violence, James ""Bucky"" Barnes/Steve Rogers, Steve Rogers, James ""Bucky"" Barnes, Tony Stark, Nick Fury, Natasha Romanov (Marvel), Sam Wilson (Marvel), Clint Barton, Bruce Banner, Rebecca Barnes Proctor, Winifred Barnes, George Barnes (Marvel), Original Barnes Sisters - Character, Wanda Maximoff, Pietro Maximoff, T'Challa (Marvel), Shuri (Marvel), Alpha/Beta/Omega Dynamics, Alpha/Omega, Shrunkyclunks, Captain America Steve Rogers/Modern Bucky Barnes, Suicidal Thoughts, Post-Traumatic Stress Disorder - PTSD, Panic Attacks, Suicidal Steve, Bearded Steve Rogers, Depression, Omega Bucky Barnes, Alpha Steve Rogers, Omega Tony Stark, Healing, Hurt/Comfort, Emotional Hurt/Comfort, Avengers Tower, Trauma, Mental Health Issues, Tony Stark Has a Heart, Touch-Starved, Self-Harm, Jewish Bucky Barnes, Memes, Awkward First Times, No mpreg, Switching, Non-Traditional Alpha/Beta/Omega Dynamics, Dom/sub Undertones, Angst with a Happy Ending, Happy Ending, Family, Comic Book Science"
"Breathe, then Repeat",https://archiveofourown.org/works/14460936,TheSecretUchiha,English,102501,31,"[Infinity War Spoilers]Peter exhales and his body turns to dust.Then, he breathes.~Peter remembers it all; sneaking into a spaceship, the fight against Thanos, losing... (the way Mr Stark's face had crumpled while holding him).That's not going to happen again, he'll do anything to stop it. Anything.","Creator Chose Not To Use Archive Warnings, Peter Parker & Tony Stark, May Parker (Spider-Man) & Peter Parker, Peter Parker, Tony Stark, Stephen Strange, May Parker (Spider-Man), Steve Rogers, Ned Leeds, Michelle Jones, Jane Foster (Marvel), Darcy Lewis, Spoilers, Avengers: Infinity War Part 1 (Movie) Spoilers, Fix-It, Time Travel Fix-It, protect this boy, Tony and Peter taking care of each other has become my life, but seriously, Don't read if you haven't seen the movie!!, Now a chaptered fic, what is my life, take care of Peter, discussions of mental health, Time Travel, so brace yourself?, there's a lot of ups and downs here, it's a rollercoaster ride"
The Ghosts of the Gotham Opera house,https://archiveofourown.org/works/56190433,Unctrlablyalt (tay_tay19),English,135360,50,"In the aftermath of the battle atop the Statue of Liberty, Peter Parker is thrust into a new reality where he's a stranger without an identity. Homeless and displaced in the alleys of Gotham, he must navigate a city overrun by crime to forge a new path.Meanwhile, Gotham's shaking with the arrival of Red Hood. Fueled by years of grudge holding and a burning desire to settle the score with his old man, he's back in town and ready to cause chaos. But as he grapples with memories and family ties he thought he'd left behind, keeping that vengeance alive gets trickier than he ever imagined.When they stumble upon each other amidst the shattered remains of the Gotham Opera House, an unlikely bond forms. Amid the wreckage, they forge a peculiar friendship, joining forces to navigate the tangled web of obstacles ahead.","No Archive Warnings Apply, Peter Parker & Jason Todd, Jason Todd & Bruce Wayne, Dick Grayson & Jason Todd, Dick Grayson & Peter Parker, Batfamily Members & Peter Parker, Cassandra Cain & Tim Drake & Dick Grayson & Duke Thomas & Jason Todd & Bruce Wayne & Damian Wayne, Peter Parker & Damian Wayne, Peter Parker, Jason Todd, Bruce Wayne, Dick Grayson, Tim Drake, Cassandra Cain, Damian Wayne, Alfred Pennyworth, Barbara Gordon, Clark Kent, Kate Kane (DCU), Stephanie Brown, Post-Movie: Spider-Man: No Way Home (2021), Multiverse, Not Canon Compliant, Hurt/Comfort, Found Family, Dick Grayson is Peter Parker's Biological Parent, Protective Batfamily (DCU), Alfred Pennyworth is the Best, Protective Jason Todd, Time Shenanigans, Peter Parker Needs a Hug, Jason Todd Needs A Hug, Canon-Typical Violence, Non-Graphic Violence, Fluff, Angst, Bruce Wayne is Bad at Feelings, Canon Divergence - Under the Red Hood Arc, Lazarus Pit Side Effects (DCU), Jason Todd and Damian Wayne Meet in the League of Assassins, Post-Traumatic Stress Disorder - PTSD, Peter Parker Has Sensory Issues, Good Sibling Dick Grayson, Dick Grayson Needs a Hug, Canon Temporary Character Death, Temporary Character Death, Time Travel, Minor Dick Grayson/Wally West, No Beta"
"Darkness, My Old Friend... and Silence",https://archiveofourown.org/works/16878510,IronStrange_Tales (RavenCall70),English,220603,120,"Tony is getting tired of cleaning up the messes the other Avengers keep dumping in his lap, expecting him to deal with it all. They say change is healthy, but Tony wants to vehemently disagree when he finds himself alone and gravely injured in an abandoned bunker in one of the coldest places on Earth.My first MCU story 😏*Chapter 1 posted Dec. 6/18*Comments moderated.","Creator Chose Not To Use Archive Warnings, Tony Stark/Stephen Strange, Jessica Jones & Matt Murdock, Tony Stark & Avengers Team, Stephen Strange & Wong, Tony Stark & Stark Robots, Dummy (Iron Man movies), Friday (Marvel), Avengers Team (MCU), Nick Fury, MCU Cast Ensemble, Jarvis (Iron Man movies), Tony Stark, Stephen Strange, Thor (Marvel), Loki (Marvel), Nebula (Marvel), Guardians of the Galaxy Team, Slow Burn, Post-Traumatic Stress Disorder - PTSD, Anxiety Attacks, Tony-centric, POV Multiple, Civil War Team Iron Man, Cloak of Levitation (Marvel), Dialogue Heavy, Post-Avengers: Age of Ultron (Movie), Eventual Romance, Angst and Hurt/Comfort, BAMF Jessica Jones, BAMF Tony Stark, Cloak has a personality, This story should be canon, Salty author, BAMF Stephen Strange, Not King T'Challa Friendly, BAMF Wong, IronStrange, Stephen-centric, screw endgame, Not Beta Read, Chronic Pain, Chronic Stress and Abuse Issues, Post-Captain America: Civil War (Movie), Not Avengers: Infinity War Part 1 (Movie) Compliant, Not Avengers: Endgame (Movie) Compliant, Pre-Relationship, Don't copy to another site, Free to read on AO3, Fluff and Angst, Character Death, Violence, Torture, Cameos by Loki Nebula and Gamora, Can't Be Stressed Enough This is a Team Ironman Story, Not Steve Rogers Friendly, Not Natasha Romanov Friendly (Marvel), Not Clint Barton Friendly, Not Sam Wilson Friendly, Not Wanda Maximoff Friendly, Not Vision Positive"
Everything She Didn't Know She Wanted,https://archiveofourown.org/works/4245780,bluecurls,English,137994,41,Knowing she had two soulmates comforted Darcy Lewis during the toughest moments of her life. Then she met them.,"Creator Chose Not To Use Archive Warnings, Darcy Lewis/Steve Rogers, James ""Bucky"" Barnes/Darcy Lewis, James ""Bucky"" Barnes/Darcy Lewis/Steve Rogers, James ""Bucky"" Barnes/Steve Rogers, Darcy Lewis, Clint Barton, Steve Rogers, James ""Bucky"" Barnes, Jane Foster (Marvel), Tony Stark, Thor (Marvel), Bruce Banner, Natasha Romanov, Pepper Potts, Nick Fury, Soulmate-Identifying Marks, Threesome - F/M/M, Protective Steve Rogers, Protective Bucky Barnes, Awesome Darcy Lewis, Clint Is a Good Bro, Jane Foster Loves Science, Bruce Needs a Hug, Thor Is Not Stupid, Protective Thor, Darcy is the fandom bicycle and I love it, BAMF Natasha Romanov, Tony Being Tony, Bucky Barnes Has Issues, Drama, Eventual Happy Ending, Eventual Smut, Not Captain America: The Winter Soldier Compliant, We are family"
If I Could Start Again,https://archiveofourown.org/works/14873238,Taaroko,English,261253,88,"Stormbreaker strikes Thanos a couple inches to the left of where it does in canon, with much more satisfying results. However, revenge alone won't fill the voids left behind by all that Thor has lost. The Time Stone might be able to help with that.Infinity War Thor is thrown back into his younger body on the night of the botched coronation. He's going to be doing things a lot differently this time.","No Archive Warnings Apply, Loki & Thor (Marvel), Thor & The Warriors Three, Sif & Thor (Marvel), Frigga | Freyja & Thor (Marvel), Odin & Thor (Marvel), Loki & Odin (Marvel), Frigga | Freyja & Loki & Odin & Thor (Marvel), Brunnhilde | Valkyrie/Loki (Marvel), Thor & Avengers Team, Loki & Avengers Team, Clint Barton & Natasha Romanov, Steve Rogers & Natasha Romanov, Bruce Banner/Betty Ross, Clint Barton & Ava Starr, Loki & Tony Stark, Brunnhilde | Valkyrie & Heimdall (Marvel), Thor (Marvel), Loki (Marvel), Frigga (Marvel), Sif (Marvel), Heimdall (Marvel), Warriors Three (Marvel), Phil Coulson, Clint Barton, Nick Fury, Tony Stark, Natasha Romanov (Marvel), Bruce Banner, Brunnhilde | Valkyrie (Marvel), Steve Rogers, Odin, Lots of other characters but they're more minor so I'm not tagging them individually, Also some of them are surprises, Any character from the MCU (shows included) could appear at any point, Brodinsons, Alternate Universe, Time Travel, Thor (Marvel) Needs a Hug, Thor (Marvel) is a Good Bro, Canon Divergence - Thor (2011), brand new timeline, Snowball effect, Asgardian Culture (Marvel), Asgardian politics, Jotunn Loki (Marvel), Time Travel Fix-It, Podfic Available"
